"Opps","Form","ItemId","Subject","Grade","Reporting_Category","Knowledge_and_Skill","Subject_Grade","difficulty","P.Value","ScorePoints","model","P0","P1","P2"
"Opportunity 1","Medium","A35780","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",0.188839769591427,0.48,1,"logit",1,0.188839769591427,0
"Opportunity 2","Medium","A97746","Math",3,"4.Measurement","4.Measurement.5","Math_G3",-1.67988928051569,0.65,1,"logit",1,-1.67988928051569,0
"Opportunity 3","Medium","A14965","Language Arts",4,"1.Vocabulary","1.Vocabulary.1","Language Arts_G4",-0.143401547460827,0.45,1,"logit",1,-0.143401547460827,0
"Opportunity 2","Medium","A37891","Math",3,"2.Algebra","2.Algebra.4","Math_G3",-0.352446104483667,0.41,2,"adjacent logit",-3.68568228408129,2.98079007511395,NA
"Opportunity 1","Medium","A86786","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",-0.68137181572583,0.74,1,"logit",1,-0.68137181572583,0
"Opportunity 1","Medium","A76688","Language Arts",4,"3.Grammar","3.Grammar.4","Language Arts_G4",0.130615579518256,0.4,1,"logit",1,0.130615579518256,0
"Opportunity 1","Medium","A84623","Math",3,"1.Probability","1.Probability.5","Math_G3",-0.195377157587865,0.43,1,"logit",1,-0.195377157587865,0
"Opportunity 1","Medium","A97340","Math",3,"3.Geometry","3.Geometry.5","Math_G3",0.552374339909384,0.42,2,"adjacent logit",-1.20556623925986,2.31031491907863,NA
"Opportunity 1","Medium","A69385","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",-0.663931715608595,0.58,1,"logit",1,-0.663931715608595,0
"Opportunity 3","Medium","A85031","Math",3,"3.Geometry","3.Geometry.1","Math_G3",0.895760308499728,0.57,1,"logit",1,0.895760308499728,0
"Opportunity 1","Medium","A87767","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",-1.57157083175813,0.64,1,"logit",1,-1.57157083175813,0
"Opportunity 3","Medium","A80876","Natural Science",5,"3.Earth Science","3.Earth Science.5","Natural Science_G5",0.480873099464019,0.79,1,"logit",1,0.480873099464019,0
"Opportunity 2","Medium","A56758","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",0.40759488581605,0.41,1,"logit",1,0.40759488581605,0
"Opportunity 1","Medium","A17631","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",-0.22432723937938,0.68,1,"logit",1,-0.22432723937938,0
"Opportunity 2","Medium","A21100","Natural Science",5,"1.Biology","1.Biology.1","Natural Science_G5",0.472346946852546,0.66,2,"adjacent logit",-2.49595776231773,3.44065165602282,NA
"Opportunity 2","Medium","A21715","Math",3,"1.Probability","1.Probability.2","Math_G3",-1.31334382091616,0.76,1,"logit",1,-1.31334382091616,0
"Opportunity 2","Medium","A11794","Language Arts",4,"4.Writing","4.Writing.3","Language Arts_G4",1.04342255014046,0.41,1,"logit",1,1.04342255014046,0
"Opportunity 1","Medium","A48224","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",1.17419731881234,0.52,1,"logit",1,1.17419731881234,0
"Opportunity 1","Medium","A57036","Math",3,"1.Probability","1.Probability.4","Math_G3",-0.406392869891078,0.54,1,"logit",1,-0.406392869891078,0
"Opportunity 2","Medium","A14908","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",0.569725892873104,0.65,1,"logit",1,0.569725892873104,0
"Opportunity 3","Medium","A73856","Language Arts",4,"2.Reading","2.Reading.6","Language Arts_G4",-0.0249890501149436,0.3,1,"logit",1,-0.0249890501149436,0
"Opportunity 2","Medium","A44970","Natural Science",5,"2.Physics","2.Physics.3","Natural Science_G5",0.938424014309435,0.44,2,"adjacent logit",-1.70141368719934,3.57826171581821,NA
"Opportunity 1","Medium","A95227","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",0.804921537494486,0.62,1,"logit",1,0.804921537494486,0
"Opportunity 2","Medium","A55996","Math",3,"3.Geometry","3.Geometry.6","Math_G3",1.01179288958191,0.72,2,"adjacent logit",0.637275970337904,1.38630980882591,NA
"Opportunity 1","Medium","A40479","Math",3,"4.Measurement","4.Measurement.2","Math_G3",0.583417346013297,0.78,1,"logit",1,0.583417346013297,0
"Opportunity 3","Medium","A95918","Language Arts",4,"1.Vocabulary","1.Vocabulary.5","Language Arts_G4",-0.973707629232475,0.34,2,"adjacent logit",-1.36797083308635,-0.579444425378596,NA
"Opportunity 3","Medium","A57430","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",1.32259818003071,0.58,1,"logit",1,1.32259818003071,0
"Opportunity 3","Medium","A45563","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",1.58015154207334,0.73,1,"logit",1,1.58015154207334,0
"Opportunity 2","Medium","A75061","Math",3,"3.Geometry","3.Geometry.3","Math_G3",0.3415598526424,0.37,2,"adjacent logit",-0.524534831309785,1.20765453659459,NA
"Opportunity 1","Medium","A48389","Natural Science",5,"3.Earth Science","3.Earth Science.5","Natural Science_G5",0.415306220444351,0.64,1,"logit",1,0.415306220444351,0
"Opportunity 1","Medium","A45082","Math",3,"3.Geometry","3.Geometry.6","Math_G3",1.63645451362813,0.45,1,"logit",1,1.63645451362813,0
"Opportunity 2","Medium","A79954","Natural Science",5,"4.Chemistry","4.Chemistry.3","Natural Science_G5",0.5665521210833,0.58,1,"logit",1,0.5665521210833,0
"Opportunity 3","Medium","A16645","Math",3,"1.Probability","1.Probability.3","Math_G3",-0.202355741531186,0.59,2,"adjacent logit",-0.727693539685747,0.322982056623375,NA
"Opportunity 1","Medium","A99641","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",-0.658433337531347,0.57,1,"logit",1,-0.658433337531347,0
"Opportunity 1","Medium","A98844","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",0.221322339725932,0.34,1,"logit",1,0.221322339725932,0
"Opportunity 1","Medium","A96038","Language Arts",4,"4.Writing","4.Writing.3","Language Arts_G4",0.0485022135597784,0.72,2,"adjacent logit",-3.39765743022113,3.49466185734069,NA
"Opportunity 1","Medium","A66506","Language Arts",4,"2.Reading","2.Reading.1","Language Arts_G4",0.98461546834155,0.79,1,"logit",1,0.98461546834155,0
"Opportunity 1","Medium","A45276","Natural Science",5,"4.Chemistry","4.Chemistry.6","Natural Science_G5",0.856752418544364,0.49,2,"adjacent logit",-3.79617755046127,5.50968238754999,NA
"Opportunity 1","Medium","A19753","Math",3,"3.Geometry","3.Geometry.5","Math_G3",0.542518558614875,0.72,1,"logit",1,0.542518558614875,0
"Opportunity 1","Medium","A11326","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",0.480779362860717,0.37,1,"logit",1,0.480779362860717,0
"Opportunity 2","Medium","A59100","Math",3,"1.Probability","1.Probability.5","Math_G3",-1.84965653977517,0.41,2,"adjacent logit",-2.37885653969457,-1.32045653985578,NA
"Opportunity 2","Medium","A72133","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-0.129205839102163,0.66,1,"logit",1,-0.129205839102163,0
"Opportunity 1","Medium","A78006","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",-1.07931975587504,0.33,2,"adjacent logit",-2.70765175875262,0.549012247002546,NA
"Opportunity 2","Medium","A91739","Math",3,"3.Geometry","3.Geometry.3","Math_G3",-0.488956535564501,0.7,2,"adjacent logit",-2.24211990277511,1.26420683164611,NA
"Opportunity 3","Medium","A93903","Math",3,"2.Algebra","2.Algebra.3","Math_G3",-1.30630767910149,0.69,1,"logit",1,-1.30630767910149,0
"Opportunity 2","Medium","A82715","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",1.18066184403778,0.68,1,"logit",1,1.18066184403778,0
"Opportunity 3","Medium","A58033","Math",3,"1.Probability","1.Probability.6","Math_G3",-0.386315179910728,0.61,1,"logit",1,-0.386315179910728,0
"Opportunity 3","Medium","A15886","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-1.61281985941369,0.76,1,"logit",1,-1.61281985941369,0
"Opportunity 1","Medium","A51609","Natural Science",5,"4.Chemistry","4.Chemistry.2","Natural Science_G5",1.94155700888633,0.44,2,"adjacent logit",-3.30785057455341,7.19096459232607,NA
"Opportunity 1","Medium","A94331","Math",3,"2.Algebra","2.Algebra.4","Math_G3",1.33465027283245,0.69,1,"logit",1,1.33465027283245,0
"Opportunity 2","Medium","A49447","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",0.0928445674762889,0.53,1,"logit",1,0.0928445674762889,0
"Opportunity 3","Medium","A58978","Natural Science",5,"4.Chemistry","4.Chemistry.3","Natural Science_G5",0.544858085030129,0.58,1,"logit",1,0.544858085030129,0
"Opportunity 1","Medium","A81842","Natural Science",5,"4.Chemistry","4.Chemistry.3","Natural Science_G5",0.317234080060151,0.72,1,"logit",1,0.317234080060151,0
"Opportunity 2","Medium","A73002","Math",3,"4.Measurement","4.Measurement.5","Math_G3",1.11883354250755,0.48,1,"logit",1,1.11883354250755,0
"Opportunity 2","Medium","A95124","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",0.56415223850581,0.64,1,"logit",1,0.56415223850581,0
"Opportunity 1","Medium","A56778","Math",3,"4.Measurement","4.Measurement.4","Math_G3",-2.48385417757101,0.52,1,"logit",1,-2.48385417757101,0
"Opportunity 2","Medium","A80011","Math",3,"2.Algebra","2.Algebra.4","Math_G3",-1.3087866308858,0.75,2,"adjacent logit",-1.98760595357841,-0.629967308193194,NA
"Opportunity 2","Medium","A76170","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",1.80038006457799,0.67,1,"logit",1,1.80038006457799,0
"Opportunity 3","Medium","A44757","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",-1.30195532602844,0.57,1,"logit",1,-1.30195532602844,0
"Opportunity 3","Medium","A59734","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",1.08868234326856,0.63,1,"logit",1,1.08868234326856,0
"Opportunity 3","Medium","A36333","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",0.687142758967541,0.7,1,"logit",1,0.687142758967541,0
"Opportunity 2","Medium","A74738","Math",3,"4.Measurement","4.Measurement.5","Math_G3",-0.491506253830815,0.66,1,"logit",1,-0.491506253830815,0
"Opportunity 3","Medium","A12433","Math",3,"2.Algebra","2.Algebra.5","Math_G3",0.800910142910356,0.78,2,"adjacent logit",-3.33926039699261,4.94108068281332,NA
"Opportunity 1","Medium","A70461","Language Arts",4,"3.Grammar","3.Grammar.6","Language Arts_G4",-0.284702518659245,0.56,1,"logit",1,-0.284702518659245,0
"Opportunity 3","Medium","A63921","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",0.25099987798532,0.77,2,"adjacent logit",-2.03195071880742,2.53395047477805,NA
"Opportunity 3","Medium","A98672","Natural Science",5,"2.Physics","2.Physics.4","Natural Science_G5",-2.49874412337175,0.52,1,"logit",1,-2.49874412337175,0
"Opportunity 2","Medium","A79963","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",0.951286325367828,0.48,2,"adjacent logit",-3.67531988850765,5.5778925392433,NA
"Opportunity 1","Medium","A83857","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.568452322835792,0.39,1,"logit",1,0.568452322835792,0
"Opportunity 3","Medium","A20350","Math",3,"4.Measurement","4.Measurement.1","Math_G3",1.00237860447703,0.74,1,"logit",1,1.00237860447703,0
"Opportunity 2","Medium","A42287","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-0.904717660129224,0.39,2,"adjacent logit",-2.5715648238661,0.762129503607648,NA
"Opportunity 2","Medium","A74670","Math",3,"2.Algebra","2.Algebra.1","Math_G3",-0.266912157605932,0.49,1,"logit",1,-0.266912157605932,0
"Opportunity 3","Medium","A69960","Math",3,"4.Measurement","4.Measurement.2","Math_G3",0.891818987080185,0.58,1,"logit",1,0.891818987080185,0
"Opportunity 2","Medium","A47241","Language Arts",4,"3.Grammar","3.Grammar.1","Language Arts_G4",-0.377596735355393,0.37,1,"logit",1,-0.377596735355393,0
"Opportunity 3","Medium","A15762","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",-0.949980376602276,0.66,1,"logit",1,-0.949980376602276,0
"Opportunity 2","Medium","A58487","Natural Science",5,"2.Physics","2.Physics.2","Natural Science_G5",-0.375092956505116,0.49,1,"logit",1,-0.375092956505116,0
"Opportunity 1","Medium","A32933","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",-0.696811177262977,0.72,2,"adjacent logit",-1.48414491497035,0.0905225604443962,NA
"Opportunity 2","Medium","A76759","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",-1.18740202989113,0.46,2,"adjacent logit",-3.68468950869474,1.30988544891248,NA
"Opportunity 3","Medium","A15854","Math",3,"3.Geometry","3.Geometry.1","Math_G3",0.576372314075414,0.65,2,"adjacent logit",-0.16052879671831,1.31327342486914,NA
"Opportunity 1","Medium","A75876","Language Arts",4,"2.Reading","2.Reading.6","Language Arts_G4",0.705536762295727,0.37,1,"logit",1,0.705536762295727,0
"Opportunity 1","Medium","A27326","Math",3,"1.Probability","1.Probability.4","Math_G3",2.70266894633495,0.47,2,"adjacent logit",2.64510772716859,2.76023016550131,NA
"Opportunity 3","Medium","A27399","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",-0.201916522730527,0.31,1,"logit",1,-0.201916522730527,0
"Opportunity 1","Medium","A60517","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",0.280258343025686,0.43,1,"logit",1,0.280258343025686,0
"Opportunity 2","Medium","A70616","Language Arts",4,"3.Grammar","3.Grammar.2","Language Arts_G4",1.01784781665024,0.45,1,"logit",1,1.01784781665024,0
"Opportunity 3","Medium","A37101","Math",3,"1.Probability","1.Probability.3","Math_G3",-1.50732353780832,0.47,2,"adjacent logit",-2.54890360986423,-0.465743465752406,NA
"Opportunity 1","Medium","A39797","Math",3,"1.Probability","1.Probability.5","Math_G3",2.12792470828106,0.67,1,"logit",1,2.12792470828106,0
"Opportunity 1","Medium","A70333","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.758335739688621,0.61,1,"logit",1,0.758335739688621,0
"Opportunity 1","Medium","A45715","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",0.466808113677143,0.56,1,"logit",1,0.466808113677143,0
"Opportunity 2","Medium","A61045","Math",3,"3.Geometry","3.Geometry.6","Math_G3",0.230478155759752,0.53,2,"adjacent logit",0.215441798041534,0.245514513477969,NA
"Opportunity 3","Medium","A84667","Math",3,"3.Geometry","3.Geometry.5","Math_G3",1.47044849085774,0.56,1,"logit",1,1.47044849085774,0
"Opportunity 1","Medium","A74939","Language Arts",4,"1.Vocabulary","1.Vocabulary.4","Language Arts_G4",-2.72075401068486,0.74,1,"logit",1,-2.72075401068486,0
"Opportunity 2","Medium","A66262","Math",3,"3.Geometry","3.Geometry.6","Math_G3",1.77255301793151,0.42,2,"adjacent logit",0.687380845509062,2.85772519035396,NA
"Opportunity 1","Medium","A99365","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",0.852274649390025,0.44,1,"logit",1,0.852274649390025,0
"Opportunity 2","Medium","A42525","Math",3,"2.Algebra","2.Algebra.2","Math_G3",-0.392915594780701,0.38,1,"logit",1,-0.392915594780701,0
"Opportunity 3","Medium","A33579","Math",3,"4.Measurement","4.Measurement.6","Math_G3",0.346491593352983,0.61,2,"adjacent logit",-1.19200465316241,1.88498783986838,NA
"Opportunity 2","Medium","A51704","Natural Science",5,"2.Physics","2.Physics.4","Natural Science_G5",0.213487284890722,0.56,1,"logit",1,0.213487284890722,0
"Opportunity 2","Hard","A35335","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",0.526274712806437,0.29,1,"logit",1,0.526274712806437,0
"Opportunity 1","Hard","A52806","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",1.3350845549499,0.03,1,"logit",1,1.3350845549499,0
"Opportunity 1","Hard","A69206","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",1.58900063811929,0.12,1,"logit",1,1.58900063811929,0
"Opportunity 3","Hard","A60277","Math",3,"3.Geometry","3.Geometry.3","Math_G3",1.79803337199896,0.47,1,"logit",1,1.79803337199896,0
"Opportunity 3","Hard","A30373","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",1.66002066031838,0.21,1,"logit",1,1.66002066031838,0
"Opportunity 3","Hard","A28157","Math",3,"1.Probability","1.Probability.4","Math_G3",2.78280949166586,0.34,2,"adjacent logit",-0.224468849604362,5.79008783293608,NA
"Opportunity 1","Hard","A75687","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",0.642926977348456,0.13,1,"logit",1,0.642926977348456,0
"Opportunity 3","Hard","A24321","Math",3,"1.Probability","1.Probability.5","Math_G3",0.0463211633235034,0.35,2,"adjacent logit",-2.24538870855173,2.33803103519874,NA
"Opportunity 1","Hard","A93118","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",-0.750948581857016,0.06,1,"logit",1,-0.750948581857016,0
"Opportunity 2","Hard","A68564","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",0.231546134982632,0.11,1,"logit",1,0.231546134982632,0
"Opportunity 3","Hard","A72392","Math",3,"3.Geometry","3.Geometry.5","Math_G3",1.9291450404029,0.4,1,"logit",1,1.9291450404029,0
"Opportunity 1","Hard","A28353","Math",3,"4.Measurement","4.Measurement.3","Math_G3",0.451691168526131,0.06,1,"logit",1,0.451691168526131,0
"Opportunity 2","Hard","A60750","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",-0.246494641663969,0.19,1,"logit",1,-0.246494641663969,0
"Opportunity 2","Hard","A78959","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.647710308628101,0.18,2,"adjacent logit",-2.96463606897879,4.26005668623499,NA
"Opportunity 3","Hard","A82312","Natural Science",5,"3.Earth Science","3.Earth Science.3","Natural Science_G5",1.30568543198366,0.24,1,"logit",1,1.30568543198366,0
"Opportunity 2","Hard","A17073","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.781394162189282,0.16,1,"logit",1,0.781394162189282,0
"Opportunity 3","Hard","A32940","Math",3,"1.Probability","1.Probability.5","Math_G3",0.620810236133642,0.45,2,"adjacent logit",-3.90392943267274,5.14554990494002,NA
"Opportunity 1","Hard","A24646","Math",3,"1.Probability","1.Probability.5","Math_G3",0.162642192521994,0,1,"logit",1,0.162642192521994,0
"Opportunity 2","Hard","A89317","Language Arts",4,"1.Vocabulary","1.Vocabulary.4","Language Arts_G4",0.980908799536306,0.37,2,"adjacent logit",-1.89632100056529,3.8581385996379,NA
"Opportunity 3","Hard","A27050","Math",3,"1.Probability","1.Probability.3","Math_G3",-0.57895839892972,0.45,1,"logit",1,-0.57895839892972,0
"Opportunity 3","Hard","A75962","Language Arts",4,"2.Reading","2.Reading.1","Language Arts_G4",-0.198125868783786,0.23,2,"adjacent logit",-1.31842684974963,0.922175112182062,NA
"Opportunity 2","Hard","A23951","Language Arts",4,"3.Grammar","3.Grammar.3","Language Arts_G4",-0.205312121661514,0.11,2,"adjacent logit",-3.94869401648165,3.53806977315862,NA
"Opportunity 3","Hard","A14172","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",1.39177173622759,0.48,1,"logit",1,1.39177173622759,0
"Opportunity 3","Hard","A62318","Math",3,"4.Measurement","4.Measurement.3","Math_G3",-1.40492452236266,0.48,1,"logit",1,-1.40492452236266,0
"Opportunity 1","Hard","A99137","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",0.315160521133291,0.35,1,"logit",1,0.315160521133291,0
"Opportunity 2","Hard","A71071","Language Arts",4,"1.Vocabulary","1.Vocabulary.6","Language Arts_G4",2.43208824078365,0.21,1,"logit",1,2.43208824078365,0
"Opportunity 1","Hard","A51362","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",-0.0248386039720138,0.12,1,"logit",1,-0.0248386039720138,0
"Opportunity 2","Hard","A21274","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",-0.733585055700878,0.2,2,"adjacent logit",-2.63328502787616,1.16611491647441,NA
"Opportunity 1","Hard","A90467","Math",3,"2.Algebra","2.Algebra.3","Math_G3",1.00023766669295,0.31,1,"logit",1,1.00023766669295,0
"Opportunity 2","Hard","A80399","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",1.41639492213595,0.11,1,"logit",1,1.41639492213595,0
"Opportunity 2","Hard","A60808","Math",3,"2.Algebra","2.Algebra.5","Math_G3",2.48116219013498,0.37,1,"logit",1,2.48116219013498,0
"Opportunity 1","Hard","A26836","Math",3,"2.Algebra","2.Algebra.3","Math_G3",-1.56268075348471,0.28,2,"adjacent logit",-2.3066302548502,-0.818731252119217,NA
"Opportunity 3","Hard","A22912","Math",3,"1.Probability","1.Probability.5","Math_G3",0.913691006630819,0.06,1,"logit",1,0.913691006630819,0
"Opportunity 2","Hard","A74849","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",1.61953559124311,0.09,1,"logit",1,1.61953559124311,0
"Opportunity 3","Hard","A50593","Language Arts",4,"3.Grammar","3.Grammar.6","Language Arts_G4",0.625685068961747,0.27,1,"logit",1,0.625685068961747,0
"Opportunity 3","Hard","A33234","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",0.371038616751626,0.23,1,"logit",1,0.371038616751626,0
"Opportunity 3","Hard","A38367","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",0.358202429194905,0.3,2,"adjacent logit",-2.37104758250243,3.08745244089224,NA
"Opportunity 1","Hard","A49344","Math",3,"2.Algebra","2.Algebra.2","Math_G3",0.0226301934610013,0.28,1,"logit",1,0.0226301934610013,0
"Opportunity 3","Hard","A57864","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",-1.02109193171119,0.46,2,"adjacent logit",-1.22483981639588,-0.817344047026493,NA
"Opportunity 2","Hard","A48205","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",1.87311460851333,0.24,1,"logit",1,1.87311460851333,0
"Opportunity 1","Hard","A25645","Math",3,"1.Probability","1.Probability.1","Math_G3",-0.880285106914592,0.26,1,"logit",1,-0.880285106914592,0
"Opportunity 3","Hard","A93526","Natural Science",5,"4.Chemistry","4.Chemistry.2","Natural Science_G5",-1.51274921332053,0.14,1,"logit",1,-1.51274921332053,0
"Opportunity 3","Hard","A86494","Math",3,"2.Algebra","2.Algebra.1","Math_G3",2.17386579343677,0.46,2,"adjacent logit",-1.95572604627651,6.30345763315005,NA
"Opportunity 3","Hard","A94421","Language Arts",4,"1.Vocabulary","1.Vocabulary.1","Language Arts_G4",-1.28680272946727,0.48,1,"logit",1,-1.28680272946727,0
"Opportunity 1","Hard","A53899","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",-1.06840731352679,0.31,1,"logit",1,-1.06840731352679,0
"Opportunity 2","Hard","A61998","Math",3,"2.Algebra","2.Algebra.5","Math_G3",0.596221946621238,0.46,1,"logit",1,0.596221946621238,0
"Opportunity 2","Hard","A86227","Natural Science",5,"1.Biology","1.Biology.1","Natural Science_G5",1.93495846866779,0.31,1,"logit",1,1.93495846866779,0
"Opportunity 3","Hard","A32050","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",-0.654299524576083,0.04,1,"logit",1,-0.654299524576083,0
"Opportunity 2","Hard","A98141","Language Arts",4,"1.Vocabulary","1.Vocabulary.1","Language Arts_G4",0.611347172017143,0.37,1,"logit",1,0.611347172017143,0
"Opportunity 1","Hard","A95331","Math",3,"1.Probability","1.Probability.1","Math_G3",1.5875235362657,0.08,1,"logit",1,1.5875235362657,0
"Opportunity 2","Hard","A34655","Math",3,"4.Measurement","4.Measurement.4","Math_G3",0.421213861214136,0.09,1,"logit",1,0.421213861214136,0
"Opportunity 2","Hard","A73774","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",1.02678817887352,0.46,2,"adjacent logit",-3.55520687312274,5.60878323086977,NA
"Opportunity 2","Hard","A39524","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",1.56476843261843,0.45,1,"logit",1,1.56476843261843,0
"Opportunity 3","Hard","A69476","Language Arts",4,"3.Grammar","3.Grammar.4","Language Arts_G4",-1.22317668779864,0.13,1,"logit",1,-1.22317668779864,0
"Opportunity 3","Hard","A69246","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",0.795047744860853,0.33,1,"logit",1,0.795047744860853,0
"Opportunity 2","Hard","A65398","Math",3,"1.Probability","1.Probability.2","Math_G3",-0.464593771565572,0.45,2,"adjacent logit",-2.87397491629028,1.94478737315914,NA
"Opportunity 3","Hard","A66178","Natural Science",5,"4.Chemistry","4.Chemistry.5","Natural Science_G5",1.68686386864931,0.19,2,"adjacent logit",-0.118288586435929,3.49201632373454,NA
"Opportunity 2","Hard","A92695","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",1.14083002669016,0.02,1,"logit",1,1.14083002669016,0
"Opportunity 2","Hard","A12457","Math",3,"3.Geometry","3.Geometry.3","Math_G3",2.16816149781917,0.44,1,"logit",1,2.16816149781917,0
"Opportunity 3","Hard","A32505","Math",3,"2.Algebra","2.Algebra.2","Math_G3",0.67267433683575,0.15,1,"logit",1,0.67267433683575,0
"Opportunity 2","Hard","A89445","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",0.144183095146524,0.29,2,"adjacent logit",-0.717783236294299,1.00614942658735,NA
"Opportunity 3","Hard","A34692","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",0.323999353506446,0.26,2,"adjacent logit",-2.64916032667495,3.29715903368784,NA
"Opportunity 1","Hard","A51519","Math",3,"3.Geometry","3.Geometry.5","Math_G3",2.69987120719474,0.4,1,"logit",1,2.69987120719474,0
"Opportunity 2","Hard","A56517","Math",3,"4.Measurement","4.Measurement.1","Math_G3",1.20909720925573,0.41,1,"logit",1,1.20909720925573,0
"Opportunity 1","Hard","A37527","Natural Science",5,"4.Chemistry","4.Chemistry.5","Natural Science_G5",1.9085006529651,0.07,1,"logit",1,1.9085006529651,0
"Opportunity 3","Hard","A21033","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",0.603761296719439,0.37,1,"logit",1,0.603761296719439,0
"Opportunity 3","Hard","A74259","Natural Science",5,"1.Biology","1.Biology.4","Natural Science_G5",0.566722399065732,0.28,2,"adjacent logit",-3.45354967626862,4.58699447440009,NA
"Opportunity 2","Hard","A46654","Language Arts",4,"1.Vocabulary","1.Vocabulary.5","Language Arts_G4",1.22686545443122,0.03,1,"logit",1,1.22686545443122,0
"Opportunity 2","Hard","A19037","Math",3,"4.Measurement","4.Measurement.2","Math_G3",1.79212359121454,0.45,1,"logit",1,1.79212359121454,0
"Opportunity 2","Hard","A48676","Math",3,"1.Probability","1.Probability.3","Math_G3",-0.988294710349887,0.21,1,"logit",1,-0.988294710349887,0
"Opportunity 3","Hard","A99299","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.670083445318939,0.38,1,"logit",1,0.670083445318939,0
"Opportunity 2","Hard","A79982","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.465764729736117,0.28,1,"logit",1,0.465764729736117,0
"Opportunity 1","Hard","A73811","Natural Science",5,"1.Biology","1.Biology.4","Natural Science_G5",1.88846571831298,0.48,1,"logit",1,1.88846571831298,0
