Opps,Form,ItemId,Subject,Grade,Reporting_Category,Knowledge_and_Skill,Subject_Grade,difficulty,P.Value
Opportunity 1,Hard,A61335,Math,3,3.Geometry,3.Geometry.2,Math_G3,0.8689172842275762,0.31
Opportunity 1,Hard,A59714,Natural Science,5,3.Earth Science,3.Earth Science.3,Natural Science_G5,0.6906756716069071,0.06
Opportunity 3,Hard,A49267,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,1.6339285345697543,0.17
Opportunity 3,Hard,A47403,Math,3,3.Geometry,3.Geometry.3,Math_G3,0.3143868929721399,0.35
Opportunity 3,Hard,A22213,Language Arts,4,2.Reading,2.Reading.4,Language Arts_G4,2.122748361887139,0.27
Opportunity 1,Hard,A61433,Math,3,4.Measurement,4.Measurement.1,Math_G3,0.5811772643194291,0.32
Opportunity 2,Hard,A49665,Natural Science,5,1.Biology,1.Biology.3,Natural Science_G5,1.593593868793846,0.42
Opportunity 1,Hard,A88186,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,1.2819581561930815,0.45
Opportunity 3,Hard,A93658,Natural Science,5,4.Chemistry,4.Chemistry.1,Natural Science_G5,0.8501035776268399,0.22
Opportunity 2,Hard,A85605,Natural Science,5,2.Physics,2.Physics.3,Natural Science_G5,0.977776146727547,0.0
Opportunity 2,Hard,A20459,Natural Science,5,3.Earth Science,3.Earth Science.2,Natural Science_G5,2.5541926950131586,0.38
Opportunity 3,Hard,A81728,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,1.4184402625634465,0.03
Opportunity 1,Hard,A23998,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,-0.046117940307166316,0.43
Opportunity 2,Hard,A54435,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,1.4785758854517885,0.41
Opportunity 3,Hard,A76756,Natural Science,5,4.Chemistry,4.Chemistry.6,Natural Science_G5,1.8877521207481545,0.12
Opportunity 2,Hard,A36868,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,0.7497738154468894,0.31
Opportunity 1,Hard,A93280,Language Arts,4,4.Writing,4.Writing.5,Language Arts_G4,0.6444106986625666,0.03
Opportunity 3,Hard,A52215,Math,3,4.Measurement,4.Measurement.3,Math_G3,1.3738232825014616,0.14
Opportunity 3,Hard,A26824,Math,3,1.Probability,1.Probability.5,Math_G3,-0.3106973024868718,0.46
Opportunity 1,Hard,A33981,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,1.8924446540800826,0.22
Opportunity 1,Hard,A69753,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,0.3118424472548932,0.25
Opportunity 3,Hard,A10668,Math,3,2.Algebra,2.Algebra.5,Math_G3,0.5123628819117041,0.19
Opportunity 2,Hard,A17555,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,0.6426679547363053,0.27
Opportunity 2,Hard,A72058,Language Arts,4,3.Grammar,3.Grammar.6,Language Arts_G4,0.028496351250730467,0.45
Opportunity 3,Hard,A95683,Math,3,2.Algebra,2.Algebra.2,Math_G3,1.5301913913009986,0.49
Opportunity 3,Hard,A79164,Natural Science,5,3.Earth Science,3.Earth Science.2,Natural Science_G5,2.3670924378529206,0.47
Opportunity 3,Hard,A50467,Language Arts,4,2.Reading,2.Reading.4,Language Arts_G4,2.265569365637324,0.1
Opportunity 3,Hard,A20890,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,1.4426313864469829,0.36
Opportunity 3,Hard,A83573,Language Arts,4,1.Vocabulary,1.Vocabulary.4,Language Arts_G4,0.4019991373271655,0.12
Opportunity 1,Hard,A13015,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,-0.5693841201118599,0.36
Opportunity 2,Hard,A59304,Natural Science,5,3.Earth Science,3.Earth Science.5,Natural Science_G5,-0.18226895370734375,0.21
Opportunity 2,Hard,A33702,Language Arts,4,3.Grammar,3.Grammar.4,Language Arts_G4,0.3798930947264346,0.08
Opportunity 3,Hard,A78172,Math,3,4.Measurement,4.Measurement.5,Math_G3,0.4164435608069624,0.44
Opportunity 1,Hard,A22070,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,2.271321454324466,0.42
Opportunity 3,Hard,A74736,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,1.020993397299144,0.45
Opportunity 1,Hard,A92563,Natural Science,5,2.Physics,2.Physics.1,Natural Science_G5,3.349259233438647,0.05
Opportunity 3,Hard,A61426,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,3.1902928195894003,0.45
Opportunity 1,Hard,A54705,Natural Science,5,2.Physics,2.Physics.2,Natural Science_G5,0.15192792118420106,0.24
Opportunity 3,Hard,A35748,Natural Science,5,2.Physics,2.Physics.1,Natural Science_G5,5.2210145180249,0.35
Opportunity 1,Hard,A89119,Natural Science,5,1.Biology,1.Biology.2,Natural Science_G5,-1.1799702590508545,0.19
Opportunity 2,Hard,A65549,Natural Science,5,1.Biology,1.Biology.4,Natural Science_G5,0.030964428847417347,0.02
Opportunity 2,Hard,A58225,Language Arts,4,2.Reading,2.Reading.4,Language Arts_G4,1.406527139030632,0.28
Opportunity 2,Hard,A75893,Math,3,4.Measurement,4.Measurement.6,Math_G3,2.027598972567942,0.39
Opportunity 3,Hard,A99297,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,0.00265302155940339,0.21
Opportunity 3,Hard,A15478,Natural Science,5,4.Chemistry,4.Chemistry.2,Natural Science_G5,2.806578315163489,0.1
Opportunity 2,Hard,A65916,Language Arts,4,2.Reading,2.Reading.3,Language Arts_G4,0.08202594138590658,0.21
Opportunity 1,Hard,A46516,Math,3,3.Geometry,3.Geometry.6,Math_G3,-0.9610345971754528,0.49
Opportunity 3,Hard,A33671,Math,3,3.Geometry,3.Geometry.5,Math_G3,-0.7603382613979655,0.27
Opportunity 1,Hard,A85302,Language Arts,4,1.Vocabulary,1.Vocabulary.6,Language Arts_G4,0.5008896109146477,0.19
Opportunity 2,Hard,A15653,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,0.8300167173383232,0.44
Opportunity 3,Hard,A95019,Math,3,1.Probability,1.Probability.2,Math_G3,0.769525402231882,0.2
Opportunity 3,Hard,A71172,Language Arts,4,4.Writing,4.Writing.2,Language Arts_G4,2.148395317648899,0.31
Opportunity 2,Hard,A60547,Natural Science,5,1.Biology,1.Biology.6,Natural Science_G5,2.556824012321428,0.2
Opportunity 1,Hard,A11232,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,0.31433324337940094,0.07
Opportunity 1,Hard,A88590,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,1.6909176629690785,0.01
Opportunity 1,Hard,A24057,Math,3,2.Algebra,2.Algebra.4,Math_G3,0.9336980254682163,0.12
Opportunity 3,Hard,A27646,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,1.1603788572661722,0.46
Opportunity 3,Hard,A39110,Math,3,3.Geometry,3.Geometry.2,Math_G3,-0.23130279470129045,0.32
Opportunity 3,Hard,A25433,Math,3,4.Measurement,4.Measurement.6,Math_G3,0.6322429502213445,0.08
Opportunity 3,Hard,A84856,Natural Science,5,1.Biology,1.Biology.1,Natural Science_G5,-0.3894270729083973,0.44
Opportunity 1,Hard,A31176,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,0.46601178382273145,0.36
Opportunity 2,Hard,A97538,Natural Science,5,2.Physics,2.Physics.2,Natural Science_G5,0.3204949557289373,0.35
Opportunity 1,Hard,A23221,Language Arts,4,3.Grammar,3.Grammar.5,Language Arts_G4,0.6421658976865352,0.35
Opportunity 3,Hard,A54143,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,1.489900485137635,0.29
Opportunity 3,Hard,A50236,Math,3,4.Measurement,4.Measurement.6,Math_G3,1.417368785527994,0.33
Opportunity 2,Hard,A47113,Natural Science,5,1.Biology,1.Biology.2,Natural Science_G5,0.3499413193025078,0.44
Opportunity 3,Hard,A44553,Math,3,4.Measurement,4.Measurement.1,Math_G3,0.32126051983708853,0.25
Opportunity 1,Hard,A95974,Math,3,2.Algebra,2.Algebra.5,Math_G3,-0.2566412329951453,0.47
Opportunity 3,Hard,A70345,Natural Science,5,4.Chemistry,4.Chemistry.6,Natural Science_G5,0.41833822668511617,0.44
Opportunity 2,Hard,A12355,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,1.9275967698074494,0.46
Opportunity 2,Hard,A25666,Natural Science,5,4.Chemistry,4.Chemistry.5,Natural Science_G5,0.39769961062668313,0.48
Opportunity 2,Hard,A35546,Language Arts,4,1.Vocabulary,1.Vocabulary.6,Language Arts_G4,0.9885270212169702,0.03
Opportunity 1,Hard,A80251,Math,3,4.Measurement,4.Measurement.4,Math_G3,-0.1337409577027664,0.4
Opportunity 2,Hard,A82222,Natural Science,5,3.Earth Science,3.Earth Science.2,Natural Science_G5,1.1219706523659254,0.41
Opportunity 1,Hard,A68613,Math,3,3.Geometry,3.Geometry.5,Math_G3,1.6162514645495651,0.05
Opportunity 1,Hard,A87882,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,-1.106096326047929,0.41
Opportunity 2,Hard,A50980,Language Arts,4,3.Grammar,3.Grammar.3,Language Arts_G4,0.8167922613348949,0.23
Opportunity 2,Hard,A70015,Natural Science,5,2.Physics,2.Physics.1,Natural Science_G5,0.8443394984994772,0.5
Opportunity 3,Hard,A59176,Math,3,4.Measurement,4.Measurement.5,Math_G3,-0.25396544761833084,0.01
Opportunity 2,Hard,A57669,Language Arts,4,3.Grammar,3.Grammar.3,Language Arts_G4,-0.3437903310226045,0.08
Opportunity 3,Hard,A14555,Language Arts,4,3.Grammar,3.Grammar.1,Language Arts_G4,0.5427492831591305,0.35
Opportunity 1,Hard,A59915,Natural Science,5,1.Biology,1.Biology.6,Natural Science_G5,0.5734291329976122,0.41
Opportunity 1,Hard,A97008,Natural Science,5,2.Physics,2.Physics.2,Natural Science_G5,2.130137354067453,0.48
Opportunity 2,Hard,A96427,Natural Science,5,3.Earth Science,3.Earth Science.4,Natural Science_G5,2.1161378446724983,0.19
Opportunity 2,Hard,A45831,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,-0.08235168206068844,0.34
Opportunity 2,Hard,A19785,Natural Science,5,1.Biology,1.Biology.4,Natural Science_G5,-0.21646167030668195,0.32
Opportunity 3,Hard,A52240,Math,3,1.Probability,1.Probability.3,Math_G3,-0.7223960778019873,0.48
Opportunity 3,Hard,A58970,Natural Science,5,2.Physics,2.Physics.4,Natural Science_G5,-0.04179123007328944,0.24
Opportunity 2,Hard,A10988,Language Arts,4,2.Reading,2.Reading.1,Language Arts_G4,1.4616803363084667,0.24
Opportunity 2,Hard,A81209,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,-0.04886811275393699,0.28
Opportunity 1,Hard,A42586,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,-0.21184598459355586,0.07
Opportunity 2,Hard,A89103,Math,3,3.Geometry,3.Geometry.6,Math_G3,1.6178748027729632,0.37
Opportunity 1,Hard,A31188,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,0.6000290350679844,0.27
Opportunity 1,Hard,A61325,Natural Science,5,2.Physics,2.Physics.3,Natural Science_G5,-1.7928319892710285,0.18
Opportunity 2,Hard,A74984,Math,3,1.Probability,1.Probability.3,Math_G3,1.2221422157759259,0.31
Opportunity 2,Hard,A71498,Math,3,1.Probability,1.Probability.2,Math_G3,2.8980320047384875,0.35
Opportunity 3,Hard,A14950,Math,3,2.Algebra,2.Algebra.4,Math_G3,-0.4409086117392158,0.25
Opportunity 2,Hard,A76095,Math,3,3.Geometry,3.Geometry.6,Math_G3,0.8290670319486616,0.29
Opportunity 2,Hard,A98387,Math,3,2.Algebra,2.Algebra.6,Math_G3,1.471480820517638,0.08
Opportunity 1,Hard,A33231,Natural Science,5,1.Biology,1.Biology.2,Natural Science_G5,0.022718281935126816,0.12
Opportunity 2,Hard,A66963,Language Arts,4,2.Reading,2.Reading.4,Language Arts_G4,0.8353824467523515,0.32
Opportunity 3,Hard,A66575,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,2.384671608178694,0.46
Opportunity 1,Hard,A68223,Math,3,4.Measurement,4.Measurement.2,Math_G3,2.3343998089474254,0.25
Opportunity 1,Hard,A43460,Natural Science,5,1.Biology,1.Biology.3,Natural Science_G5,0.9675779013358663,0.26
Opportunity 3,Hard,A97037,Natural Science,5,1.Biology,1.Biology.1,Natural Science_G5,2.536166513509548,0.32
Opportunity 2,Hard,A18220,Math,3,1.Probability,1.Probability.3,Math_G3,-0.8319287276916594,0.46
Opportunity 1,Hard,A61782,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,-0.0024247477593548616,0.31
Opportunity 2,Hard,A65376,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,-0.026169109944371494,0.34
Opportunity 1,Hard,A61265,Math,3,1.Probability,1.Probability.1,Math_G3,0.6346602560819928,0.32
Opportunity 2,Hard,A19678,Language Arts,4,2.Reading,2.Reading.5,Language Arts_G4,0.34218721947309316,0.25
Opportunity 1,Hard,A98378,Math,3,2.Algebra,2.Algebra.6,Math_G3,0.8445074343703906,0.43
Opportunity 1,Hard,A30723,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,0.6009935248600828,0.08
Opportunity 1,Hard,A85113,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,0.09553856232238322,0.48
Opportunity 2,Hard,A37122,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,0.2121995234296623,0.03
Opportunity 2,Hard,A10497,Natural Science,5,3.Earth Science,3.Earth Science.4,Natural Science_G5,0.42598812693917737,0.04
Opportunity 3,Hard,A19558,Math,3,3.Geometry,3.Geometry.2,Math_G3,1.9726022598876427,0.39
Opportunity 2,Hard,A92001,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,-0.9786198148695127,0.06
Opportunity 1,Hard,A43675,Natural Science,5,4.Chemistry,4.Chemistry.3,Natural Science_G5,1.0428324105657667,0.35
Opportunity 1,Hard,A68720,Natural Science,5,4.Chemistry,4.Chemistry.6,Natural Science_G5,0.21707297032566375,0.04
Opportunity 3,Hard,A77211,Natural Science,5,2.Physics,2.Physics.1,Natural Science_G5,0.6668138255653571,0.25
Opportunity 3,Hard,A59515,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,0.8573160146369628,0.21
Opportunity 2,Hard,A92897,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,0.20987917579398185,0.43
Opportunity 3,Hard,A61029,Language Arts,4,2.Reading,2.Reading.1,Language Arts_G4,-0.2270635795054854,0.03
Opportunity 1,Hard,A45399,Math,3,3.Geometry,3.Geometry.1,Math_G3,1.9143547368303537,0.32
Opportunity 1,Hard,A22626,Math,3,1.Probability,1.Probability.5,Math_G3,0.09000719750835129,0.23
Opportunity 3,Hard,A57318,Natural Science,5,1.Biology,1.Biology.6,Natural Science_G5,0.5403044274924285,0.48
Opportunity 2,Hard,A66858,Math,3,2.Algebra,2.Algebra.5,Math_G3,0.6283506924404236,0.09
Opportunity 1,Hard,A17554,Natural Science,5,3.Earth Science,3.Earth Science.2,Natural Science_G5,1.120231613837259,0.47
Opportunity 1,Hard,A48236,Math,3,1.Probability,1.Probability.5,Math_G3,-0.9964392748040463,0.31
Opportunity 2,Hard,A21128,Math,3,4.Measurement,4.Measurement.6,Math_G3,1.2925185294145494,0.31
Opportunity 2,Hard,A82034,Math,3,3.Geometry,3.Geometry.4,Math_G3,1.2579661331822993,0.44
Opportunity 3,Hard,A69765,Math,3,2.Algebra,2.Algebra.1,Math_G3,-0.28352349248346176,0.04
Opportunity 3,Hard,A24717,Math,3,1.Probability,1.Probability.2,Math_G3,0.6833786108352919,0.48
Opportunity 3,Hard,A77539,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,1.3540888994022735,0.09
Opportunity 1,Hard,A57363,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,2.628785113489525,0.25
Opportunity 2,Hard,A71052,Math,3,3.Geometry,3.Geometry.4,Math_G3,1.2149010672519363,0.32
Opportunity 3,Hard,A72279,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,1.5918369174033784,0.08
Opportunity 3,Hard,A74338,Math,3,3.Geometry,3.Geometry.4,Math_G3,1.7670220603809033,0.39
Opportunity 3,Hard,A77282,Natural Science,5,1.Biology,1.Biology.6,Natural Science_G5,-0.4053594579719111,0.17
Opportunity 3,Hard,A80655,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,0.11216322139956592,0.26
Opportunity 2,Hard,A43471,Math,3,2.Algebra,2.Algebra.1,Math_G3,-0.2370375996835714,0.37
Opportunity 2,Hard,A13986,Math,3,4.Measurement,4.Measurement.2,Math_G3,-0.5199395315726942,0.47
Opportunity 1,Hard,A66932,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,1.7044417715094835,0.18
Opportunity 2,Hard,A22336,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,1.9848379082595922,0.29
Opportunity 3,Hard,A30445,Math,3,1.Probability,1.Probability.1,Math_G3,1.984354538328417,0.07
Opportunity 1,Hard,A69551,Language Arts,4,2.Reading,2.Reading.3,Language Arts_G4,0.6661838084947597,0.24
Opportunity 2,Hard,A65115,Language Arts,4,1.Vocabulary,1.Vocabulary.6,Language Arts_G4,-0.02322262656353491,0.22
Opportunity 3,Hard,A27530,Language Arts,4,3.Grammar,3.Grammar.5,Language Arts_G4,1.5033811704992455,0.0
Opportunity 2,Hard,A29965,Math,3,4.Measurement,4.Measurement.6,Math_G3,0.6245563060490713,0.36
Opportunity 2,Hard,A59772,Natural Science,5,4.Chemistry,4.Chemistry.1,Natural Science_G5,0.9953227241425331,0.34
Opportunity 3,Hard,A87895,Language Arts,4,3.Grammar,3.Grammar.6,Language Arts_G4,0.6645744886548721,0.4
Opportunity 2,Hard,A52493,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,1.8598490620603125,0.13
Opportunity 3,Hard,A36459,Language Arts,4,2.Reading,2.Reading.5,Language Arts_G4,1.3451542107322654,0.5
Opportunity 1,Hard,A14925,Language Arts,4,3.Grammar,3.Grammar.4,Language Arts_G4,2.3874383563571895,0.06
Opportunity 2,Hard,A39760,Language Arts,4,2.Reading,2.Reading.5,Language Arts_G4,1.0091240205533059,0.21
Opportunity 2,Hard,A37144,Math,3,4.Measurement,4.Measurement.6,Math_G3,1.0051732933877564,0.24
Opportunity 3,Hard,A55410,Natural Science,5,1.Biology,1.Biology.1,Natural Science_G5,1.500674373147928,0.03
Opportunity 2,Hard,A18799,Natural Science,5,1.Biology,1.Biology.6,Natural Science_G5,0.5393383347632519,0.28
Opportunity 2,Hard,A25813,Math,3,1.Probability,1.Probability.5,Math_G3,2.6240991854290296,0.49
Opportunity 3,Hard,A50460,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,1.1945796848079304,0.02
Opportunity 2,Hard,A79815,Math,3,3.Geometry,3.Geometry.2,Math_G3,2.2622312094869277,0.35
Opportunity 3,Hard,A42398,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,-0.6867517190929009,0.07
Opportunity 1,Hard,A43531,Natural Science,5,1.Biology,1.Biology.2,Natural Science_G5,1.5861895700970705,0.1
Opportunity 1,Hard,A74236,Natural Science,5,4.Chemistry,4.Chemistry.1,Natural Science_G5,-0.6566697296685922,0.45
Opportunity 1,Hard,A30556,Language Arts,4,4.Writing,4.Writing.5,Language Arts_G4,0.9513237021832257,0.41
Opportunity 1,Hard,A30235,Language Arts,4,1.Vocabulary,1.Vocabulary.1,Language Arts_G4,2.0360784237387577,0.42
Opportunity 2,Hard,A80186,Math,3,3.Geometry,3.Geometry.6,Math_G3,0.06411490064855163,0.15
Opportunity 1,Hard,A80170,Language Arts,4,3.Grammar,3.Grammar.5,Language Arts_G4,0.9394061864052428,0.05
Opportunity 2,Hard,A32492,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,2.0543420786422253,0.12
Opportunity 2,Hard,A49242,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,0.9412953957540429,0.33
Opportunity 1,Hard,A65920,Math,3,1.Probability,1.Probability.2,Math_G3,1.772925908082129,0.49
Opportunity 1,Hard,A88698,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,1.3833202873769475,0.13
Opportunity 3,Hard,A93671,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,1.3078297063202378,0.18
Opportunity 3,Hard,A17121,Language Arts,4,1.Vocabulary,1.Vocabulary.6,Language Arts_G4,1.7507244039771588,0.31
Opportunity 1,Hard,A21659,Natural Science,5,2.Physics,2.Physics.4,Natural Science_G5,0.44962430725115105,0.42
Opportunity 1,Hard,A77022,Language Arts,4,3.Grammar,3.Grammar.5,Language Arts_G4,2.5188875714064993,0.14
Opportunity 1,Hard,A39776,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,1.5852553023952738,0.24
Opportunity 2,Hard,A59406,Math,3,3.Geometry,3.Geometry.4,Math_G3,2.4951618566980036,0.07
Opportunity 3,Hard,A12308,Math,3,3.Geometry,3.Geometry.2,Math_G3,1.4239394512258916,0.02
Opportunity 2,Hard,A48482,Math,3,1.Probability,1.Probability.1,Math_G3,1.4941824575384461,0.05
Opportunity 3,Hard,A94119,Math,3,4.Measurement,4.Measurement.1,Math_G3,-0.10110090720946496,0.42
Opportunity 3,Hard,A91806,Natural Science,5,3.Earth Science,3.Earth Science.5,Natural Science_G5,1.2162252243604872,0.24
Opportunity 2,Hard,A45168,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,0.011046840550014148,0.15
Opportunity 2,Hard,A50394,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,0.8072212064770943,0.09
Opportunity 1,Hard,A85403,Math,3,3.Geometry,3.Geometry.2,Math_G3,1.6208581292519892,0.11
Opportunity 2,Hard,A39065,Natural Science,5,4.Chemistry,4.Chemistry.6,Natural Science_G5,0.329818763292317,0.47
Opportunity 1,Hard,A13205,Math,3,3.Geometry,3.Geometry.3,Math_G3,0.7844664648961804,0.08
Opportunity 1,Hard,A74952,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,0.6247129081214379,0.49
Opportunity 1,Hard,A98384,Math,3,4.Measurement,4.Measurement.4,Math_G3,1.7357819646004538,0.0
Opportunity 2,Hard,A36621,Language Arts,4,4.Writing,4.Writing.3,Language Arts_G4,0.8789693958051755,0.31
Opportunity 3,Hard,A52563,Math,3,3.Geometry,3.Geometry.2,Math_G3,0.7656861462130263,0.06
Opportunity 2,Hard,A93719,Natural Science,5,4.Chemistry,4.Chemistry.3,Natural Science_G5,0.8243481530862998,0.47
Opportunity 2,Hard,A62721,Natural Science,5,4.Chemistry,4.Chemistry.2,Natural Science_G5,1.5360198018346294,0.21
Opportunity 2,Hard,A93823,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,0.3049066767078336,0.11
Opportunity 3,Hard,A53251,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,0.7216109360026369,0.25
Opportunity 1,Hard,A79299,Math,3,2.Algebra,2.Algebra.3,Math_G3,1.8513473570882648,0.21
Opportunity 1,Hard,A39366,Language Arts,4,3.Grammar,3.Grammar.3,Language Arts_G4,1.2266292936419068,0.35
Opportunity 2,Hard,A31312,Math,3,2.Algebra,2.Algebra.3,Math_G3,1.1097086800804203,0.46
Opportunity 2,Hard,A95070,Natural Science,5,4.Chemistry,4.Chemistry.5,Natural Science_G5,1.5785508610357963,0.27
Opportunity 3,Hard,A38137,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,0.0992709060635083,0.09
Opportunity 3,Hard,A26208,Language Arts,4,3.Grammar,3.Grammar.3,Language Arts_G4,0.33201702995866983,0.01
Opportunity 2,Hard,A58744,Natural Science,5,1.Biology,1.Biology.1,Natural Science_G5,1.9578838528191784,0.13
Opportunity 3,Hard,A48515,Math,3,1.Probability,1.Probability.4,Math_G3,1.4620784833265692,0.49
Opportunity 2,Hard,A34049,Language Arts,4,4.Writing,4.Writing.3,Language Arts_G4,2.1409780290895433,0.34
Opportunity 2,Hard,A11120,Natural Science,5,4.Chemistry,4.Chemistry.3,Natural Science_G5,0.9006186936043927,0.16
Opportunity 3,Hard,A82338,Natural Science,5,1.Biology,1.Biology.3,Natural Science_G5,1.5859006725069578,0.17
Opportunity 2,Hard,A59889,Natural Science,5,4.Chemistry,4.Chemistry.1,Natural Science_G5,-0.05030614034851211,0.31
